NOME;PONTUACAO;COMENTARIO;LOCAL;TIPO;TEMPO_ESPERA;BUSCA_ID
Le Pain Le Café (Jardins Open Mall);4.5;285 comentários;G, Av. Desembargador Moreira, 1031 - Aldeota, Fortaleza - CE, 60160-230;Cafeteria;10 min a 1 h;cafeteria
Cafeteria Plaza;4.7;11 comentários;Av. Santos Dumont, 2626 - Aldeota, Fortaleza - CE, 60150-160;Café;;cafeteria
Go Coffee Avenida Padre Antônio Tomás;4.6;16 comentários;Av. Padre Antônio Tomás, 2080 - Loja 03 - Aldeota, Fortaleza - CE, 60140-160;Cafeteria;;cafeteria
Coco Bambu Coffee Break: Cafés, Padaria, Restaurante, Drive Thru, Fortaleza CE;4.6;584 comentários;R. Barão de Aracati, 1060 - Aldeota, Fortaleza - CE, 60115-081;$$$;30 min a 1,5 h;cafeteria
Brígida cafeteria;;;R. Riachuelo, 40 A - Papicu, Fortaleza - CE, 60175-205;;;cafeteria
Acclamé Café & Patisserie;4.8;37 comentários;Av. Viena Weyne, 370 - loja 12 - Cambeba, Fortaleza - CE, 60822-180;Cafeteria;;cafeteria
Santa Clara Cafeteria Dragão do Mar;4.6;562 comentários;Dragão do Mar Center of Art and Culture - R. Dragão do Mar, 81 - Praia de Iracema, Fortaleza - CE, 60060-390;$$;45 min a 1,5 h;cafeteria
Cafeteria Club Café Rituais - Shopping Iguatemi;3.9;96 comentários;Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60810-060;Cafeteria;;cafeteria
Bleecker Café - Varjota;4.9;95 comentários;R. Frederico Borges, 425 - Varjota, Fortaleza - CE, 60175-040;Cafeteria;;cafeteria
The Coffee;4.7;302 comentários;R. Barbosa de Freitas, 1040 - Aldeota, Fortaleza - CE, 60170-021;Cafeteria;;cafeteria
Café Jangada Crepe & Tapioca;4.0;12 comentários;Av. Beira Mar, 2361 - Meireles, Fortaleza - CE, 60165-121;Cafeteria;;cafeteria
Mais1 Café - Fortaleza Centro;4.6;14 comentários;Av. Santos Dumont, 994 - Centro, Fortaleza - CE, 60150-160;Cafeteria;;cafeteria
Yucca Café;4.3;48 comentários;Rua Frei Mansueto, 160 - Meireles, Fortaleza - CE, 60175-070;Bistrô;;cafeteria
Mais1 Café - Aldeota;4.8;15 comentários;Av. Desembargador Moreira, 1800 - Aldeota, Fortaleza - CE, 60170-002;Cafeteria;;cafeteria
Confeitaria Sublime;4.5;638 comentários;R. Eduardo Bezerra, 1276 A - São João do Tauape, Fortaleza - CE, 60130-271;$$;;cafeteria
Go Coffee Washington Soares: Cafés, Chás, Frappes, Chocolate Quente, Cafeteria, Fortaleza CE;4.9;32 comentários;Av. Washington Soares, 1500 - Luciano Cavalcante, Fortaleza - CE, 60810-350;Cafeteria;15 min;cafeteria
O Cafeeiro- Coffee & Bakery;3.3;47 comentários;Av. Santos Dumont, 2284 - Manuel Dias Branco, Fortaleza - CE, 60150-161;Cafeteria;1-2 horas;cafeteria
Grão Café;4.0;3 comentários;Edificio Medical Center - Rua Coronel Linhares, 950 - Loja 04 - Aldeota, Fortaleza - CE, 60110-260;Cafeteria;;cafeteria
Café das Artes;4.4;187 comentários;Anexo Espaço Cultural UNIFOR - Av. Washington Soares, 1321 - Edson Queiroz, Fortaleza - CE, 60811-905;Cafeteria;;cafeteria
Fantasia Café;;;Av. Desembargador Moreira, 629 - Meireles, Fortaleza - CE, 60110-120;;;cafeteria
Cafeteria Mio Café;;;R. Carolina Sucupira, 400 - Aldeota, Fortaleza - CE, 60140-120;;;cafeteria
Casa Bendita;;;Av. Rui Barbosa, 888 - Meireles, Fortaleza - CE, 60115-220;;;cafeteria
Café Canela;3.6;7 comentários;Av. Dom Luís, 1233 - Aldeota, Fortaleza - CE, 60160-110;Café;;cafeteria
Akele Café;4.9;34 comentários;R. Lídia Brígido, 857 - loja 2 - Parque Manibura, Fortaleza - CE, 60821-800;Cafeteria;;cafeteria
Go Coffee Avenida Padre Antônio Tomás;4.6;16 comentários;Av. Padre Antônio Tomás, 2080 - Loja 03 - Aldeota, Fortaleza - CE, 60140-160;Cafeteria;;cafeteria
Shopping RioMar Fortaleza;4.7;52.357 comentários;R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055;Shopping center em Fortaleza, Ceará;45 min a 3 h;cafeteria
Coco Bambu Coffee Break: Cafés, Padaria, Restaurante, Drive Thru, Fortaleza CE;4.6;584 comentários;R. Barão de Aracati, 1060 - Aldeota, Fortaleza - CE, 60115-081;$$$;30 min a 1,5 h;cafeteria
Lis Café;5.0;Um comentário;R. Gonçalves Lêdo, 1226 - Centro, Fortaleza - CE, 60060-325;Cafeteria;;cafeteria
Atelier 1913 Cafés Especiais;4.6;47 comentários;R. Antônio Augusto, 744 - Meireles, Fortaleza - CE, 60110-370;Cafeteria;;cafeteria
Casa do Pão de Queijo RioMar;4.0;29 comentários;R. Des. Lauro Nogueira - Papicu, Fortaleza - CE, 60175-055;Café;;cafeteria
Santa Maria Café;2.0;4 comentários;Av. Pontes Vieira, 2531 - São João do Tauape, Fortaleza - CE, 60130-241;Cafeteria;;cafeteria
Coffe America;;;Av. Washington Soares - Edson Queiroz, Fortaleza - CE, 60811-341;;;cafeteria
B.LEM;4.4;299 comentários;Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60810-060;$$;10 min;cafeteria
Vintage Coffee;;;R. Joaquim Lima, n:2264 - Papicu, Fortaleza - CE, 60175-005;;;cafeteria
Consulado Café;4.3;1.399 comentários;Av. Bezerra de Menezes, 216 - Farias Brito, Fortaleza - CE, 60325-000;$$;;cafeteria
Benévolo Café e Gelato;4.5;744 comentários;Av. Monsenhor Tabosa, 688 - Centro, Fortaleza - CE, 60165-010;$$;30 min a 1,5 h;cafeteria
Vai Café;4.4;14 comentários;Av. Santos Dumont, 2626 - loja 01 - Meireles, Fortaleza - CE, 60150-161;Cafeteria;;cafeteria
Grão Café e Bistrô;4.0;8 comentários;R. Joaquim Nabuco, 2829 - Dionísio Torres, Fortaleza - CE, 60125-121;Restaurante;;cafeteria
Novo Café;3.3;6 comentários;R. João Carvalho, 800 - Aldeota, Fortaleza - CE, 60140-140;Café;;cafeteria
Don Cookies Coffee House;4.9;14 comentários;Rua Felino Barroso, 1001 - Fátima, Fortaleza - CE, 60050-130;Cafeteria;20 min a 1 h;cafeteria
Café Conceito Bar;5.0;Um comentário;Av. Beira Mar, 3958 - Praia de Iracema, Fortaleza - CE, 60060-610;Cafeteria;;cafeteria
Rose's Cafeteria & Restaurante;4.8;18 comentários;R. Pedro Borges, 33 - Loja 01 - Centro, Fortaleza - CE, 60055-120;Cafeteria;25 min a 1 h;cafeteria
Chez Café;4.5;366 comentários;Av. Viena Weyne, 330 - Cambeba, Fortaleza - CE, 60822-180;$$;;cafeteria
Cafeteria Santa Clara Luíza Távora;4.5;380 comentários;Av. Santos Dumont, 1589 - Aldeota, Fortaleza - CE, 60160-150;Cafeteria;1-2 horas;cafeteria
Cafe Liguria;5.0;Um comentário;Av. Santos Dumont - Aldeota, Fortaleza - CE, 60150-161;Cafeteria;;cafeteria
Salpetrier Café;4.9;29 comentários;Edifício Scopa Platinum Ao lado da Selfit - Av. Santos Dumont, 1650 - Aldeota, Fortaleza - CE, 60115-191;Cafeteria;;cafeteria
Shopping RioMar Fortaleza;4.7;52.357 comentários;R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055;Shopping center em Fortaleza, Ceará;45 min a 3 h;cafeteria
Coco Bambu Coffee Break: Cafés, Padaria, Restaurante, Drive Thru, Fortaleza CE;4.6;584 comentários;R. Barão de Aracati, 1060 - Aldeota, Fortaleza - CE, 60115-081;$$$;30 min a 1,5 h;cafeteria
Pâine Panificação Artesanal;;;R. Castro Monte, 899 - Varjota, Fortaleza - CE, 60230-175;$$;15 min a 1 h;cafeteria
Central Coffee;5.0;Um comentário;Av. Dom Luís, 300 - Meireles, Fortaleza - CE, 60160-230;Cafeteria;;cafeteria
Café Iracema;4.0;4 comentários;R. Liberato Barroso, SN - Centro, Fortaleza - CE, 60030-160;Cafeteria;;cafeteria
Vonet Patisserie e Cafeteria;5.0;3 comentários;R. Joaquim Tôrres, 298 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60135-130;Cafeteria;;cafeteria
Cafeteria La Perla;5.0;Um comentário;R. Gen. Clarindo de Queiroz, 1745 - Box 383 - Centro, Fortaleza - CE, 60015-221;Cafeteria;;cafeteria
Pâine croissanterie;4.2;27 comentários;Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60811-341;Cafeteria;10 min;cafeteria
Café Portugal;5.0;Um comentário;R. Osvaldo Cruz - Aldeota, Fortaleza - CE, 60140-155;Café;;cafeteria
Bauducco;3.8;13 comentários;Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60811-341;$$;15 min;cafeteria
cafeteria arte de comer;5.0;2 comentários;R. Frei Humberto - Farias Brito, Fortaleza - CE, 60010-815;Cafeteria;;cafeteria
The Coffee;4.8;45 comentários;Av. Santos Dumont, 1788 - L04 - Aldeota, Fortaleza - CE, 60150-161;Cafeteria;;cafeteria
Bacio di Latte - Shopping Riomar Fortaleza;3.2;13 comentários;R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055;$$$;15 min;cafeteria
Empório da Tapioca;4.3;246 comentários;Rua Professor Dias da Rocha, 800 - Aldeota, Fortaleza - CE, 60170-285;Cafeteria;10 min;cafeteria
Sh82 Café;5.0;10 comentários;R. Floriano Peixoto, 1375 B - Centro, Fortaleza - CE, 60025-130;Cafeteria;;cafeteria
Dona Rocilda- Cafeteria e Doceria;4.8;31 comentários;Av. Pres. Castelo Branco, 2031a - Jacarecanga, Fortaleza - CE, 60312-060;Cafeteria;;cafeteria
Padaria e Confeitaria Vovó Joana - Cocó;4.5;3.456 comentários;Rua Dr. Francisco Matos, 279 - Cocó, Fortaleza - CE, 60176-130;$$;20 min;cafeteria
Montmarttre (Varjota);4.5;1.665 comentários;Av. Júlio Abreu, 175 - Varjota, Fortaleza - CE, 60160-240;$$;15-45 min;cafeteria
Saci Pê Tabacaria e Café;4.6;15 comentários;Av. Monsenhor Tabosa, 314 - Praia de Iracema, Fortaleza - CE, 60165-010;Cafeteria;15-45 min;cafeteria
Go Coffee Abolição;4.4;25 comentários;Av. da Abolição, 2019 - Loja 07 - Meireles, Fortaleza - CE, 60165-075;Cafeteria;;cafeteria
Confeitaria Le Chica;4.6;230 comentários;R. Guilherme Rocha, 1670 - Centro, Fortaleza - CE, 60030-141;$$;25 min;cafeteria
Jardins Café Fortaleza;4.6;50 comentários;Rua Professor Nogueira, 300 A - Parque Araxá, Fortaleza - CE, 60450-520;Cafeteria;1-2,5 horas;cafeteria
Coco Bambu Coffee Break: Cafés, Padaria, Restaurante, Drive Thru, Fortaleza CE;4.6;584 comentários;R. Barão de Aracati, 1060 - Aldeota, Fortaleza - CE, 60115-081;$$$;30 min a 1,5 h;cafeteria
Shopping RioMar Fortaleza;4.7;52.357 comentários;R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055;Shopping center em Fortaleza, Ceará;45 min a 3 h;cafeteria
Flôr do Café Confeitaria;4.6;176 comentários;R. Rodrigues Júnior, 996 - Centro, Fortaleza - CE, 60060-000;Confeitaria;10 min;cafeteria
Tiamate Coffee Aldeota;5.0;23 comentários;Rua Padre Valdevino, 1801 - Loja 5 - Aldeota, Fortaleza - CE, 60135-041;Cafeteria;;cafeteria
Dom Kidrack'S Cafeteria;4.1;13 comentários;Av. Duque de Caxias, 1747 - Centro, Fortaleza - CE, 60035-111;$;;cafeteria
Zelig Café Pinacoteca;;;Rua 24 de Maio, 34 - Centro, Fortaleza - CE, 60030-000;;;cafeteria
Le pain Le café;;;R. Sen. Pompeu - Fortaleza, CE, 60025-001;;;cafeteria
Café Ilha;4.6;38 comentários;R. dos Cariris, 43 - Térreo - Praia de Iracema, Fortaleza - CE, 60060-230;Cafeteria;30 min a 1,5 h;cafeteria
Café Arretado;3.7;35 comentários;R. Carapinima, 2200 - Benfica, Fortaleza - CE, 60015-290;Cafeteria;15 min;cafeteria
Los locos coffee;5.0;4 comentários;R. Floriano Peixoto - Centro, Fortaleza - CE, 60025-130;Cafeteria;;cafeteria
Padoca Les Roches;4.6;485 comentários;Parque Manibura, Fortaleza - CE, 60810-350;$$;15 min a 1 h;cafeteria
Santa Maria Café;2.8;36 comentários;(Dentro do Hospital São Camilo) 280, R. Nogueira Acioli - Centro, Fortaleza - CE;Cafeteria;;cafeteria
Emporio do Edu;;;Rua Nossa Senhora da Piedade, 11 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60110-492;;;cafeteria
Cafeteria deliciosa torta;;;Av. Washington Soares, 747 - Edson Queiroz, Fortaleza - CE, 60811-440;;;cafeteria
The Coffee;4.8;59 comentários;Av. Beira Mar, 840 - Praia de Iracema, Fortaleza - CE, 60060-610;Cafeteria;25 min a 1 h;cafeteria
Tapiocaria da Bena;4.8;71 comentários;Rua Santo Antônio, 20 - Benfica, Fortaleza - CE, 60020-090;$;;cafeteria
Caffee Lounge;3.6;13 comentários;Av. Sgt. Hermínio Sampaio, 3100 - Pres. Kennedy, Fortaleza - CE, 60320-504;Cafeteria;;cafeteria
Fettuccine's Massas & Café;5.0;3 comentários;Rua Padre Luís Figueira, 10 - Aldeota, Fortaleza - CE, 60150-120;Cafeteria;;cafeteria
Empório Del Quartiere;4.5;428 comentários;R. Jaime Pinheiro, 177 - Guararapes, Fortaleza - CE, 60810-250;$$;10 min a 1 h;cafeteria
Café Entalpia - Bairro de Fátima (Cafeteria Temática);5.0;9 comentários;Av. Aguanambi, 1280 - Loja 5 - Fátima, Fortaleza - CE, 60050-220;Cafeteria;;cafeteria
Uritu Cafés Especiais: Cafés, Utensílios, Empório, Centro, Fortaleza;4.9;51 comentários;Rua Dona Leopoldina, 396 - Centro, Fortaleza - CE, 60110-000;Atacadista de café;15 min a 1 h;cafeteria
Coffee cake;;;Av. Aguanambi, 1447 - Fátima, Fortaleza - CE, 60055-401;;;cafeteria
Coco Bambu Coffee Break: Cafés, Padaria, Restaurante, Drive Thru, Fortaleza CE;4.6;584 comentários;R. Barão de Aracati, 1060 - Aldeota, Fortaleza - CE, 60115-081;$$$;30 min a 1,5 h;cafeteria
Shopping RioMar Fortaleza;4.7;52.357 comentários;R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055;Shopping center em Fortaleza, Ceará;45 min a 3 h;cafeteria
The Coffee;;;Av. Washington Soares, 4352 - Loja 04 - Parque Manibura, Fortaleza - CE, 60821-750;;;cafeteria
Valdemar;;;R. Pedro Pereira - Centro, Fortaleza - CE, 60020-030;;;cafeteria
Café de Oyá;5.0;3 comentários;R. Manuelito Moreira, 96 - Benfica, Fortaleza - CE, 60025-210;Bar;;cafeteria
Cafeteria Club Café Rituais - Aeroporto Internacional de Fortaleza;3.8;4 comentários;Av. Senador Carlos Jereissati, 3000 - Serrinha, Fortaleza - CE, 60741-900;Cafeteria;;cafeteria
Matte & Cia, mate e cia, massas, cafes , caldos, DD Lanches;5.0;3 comentários;R. Floriano Peixoto - Centro, Fortaleza - CE, 60025-130;Lanchonete;;cafeteria
Bacio di Latte - Shopping Iguatemi Fortaleza;4.5;180 comentários;Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60811-341;$$$;15 min;cafeteria
Fortaleza;;;R. Cararú, 04 - Sabiaguaba, Fortaleza - CE, 60835-305;;;cafeteria
Cafè Dos Reis;;;Av. Washington Soares, 4294 - Edson Queiroz, Fortaleza - CE, 60810-350;;;cafeteria
Bellanches;4.4;45 comentários;R. Castro e Silva, 780 - Centro, Fortaleza - CE, 60030-010;Café;;cafeteria
Tapiocariabia;;;R. Pedro Pereira, 1592 - Centro, Fortaleza - CE, 60035-001;;;cafeteria
Cookie Mania Bairro De Fátima;4.8;38 comentários;Av. Deputado Oswaldo Studart, 40a - Fátima, Fortaleza - CE, 60411-260;Cafeteria;15-45 min;cafeteria
Café do Bigode;4.8;4 comentários;Av. Santos Dumont, 3130 - Aldeota, Fortaleza - CE, 60150-161;Loja;;cafeteria
Cafeteria Club Café Santa Clara Reserva da Família - Aeroporto Internacional de Fortaleza;5.0;2 comentários;Terminal, Av. Senador Carlos Jereissati, 3000 - Serrinha, Fortaleza - CE, 60741-900;Cafeteria;;cafeteria
Café Viriato;4.4;49 comentários;R. Osvaldo Cruz, 2828 - Dionísio Torres, Fortaleza - CE, 60125-151;Restaurante;1-2,5 horas;cafeteria
Cafeteria Rituais - Club Café;5.0;Um comentário;R. Des. Lauro Nogueira, 1500 Livraria Cultura RioMar Fortaleza (2° Piso - Papicu, Fortaleza - CE, 60175-055;Cafeteria;;cafeteria
Padaria Evandro Delicatessen;4.6;1.212 comentários;R. Carlos Vasconcelos, 2169 - Aldeota, Fortaleza - CE, 60115-171;$;10-45 min;cafeteria
Jardim Café;5.0;Um comentário;R. Nogueira Acioli, 891 - Aldeota, Fortaleza - CE, 60110-140;Café;;cafeteria
Cafe GGVP;;;Av. Desembargador Moreira, 1800 - Aldeota, Fortaleza - CE, 60170-002;;;cafeteria
Bless café & açaí;5.0;4 comentários;R. Soriano Albuquerque, 62 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60040-470;Cafeteria;;cafeteria
Lanches;4.5;2 comentários;R. da Assunção, 25 - Centro, Fortaleza - CE, 60050-010;Cafeteria;;cafeteria
Coco Bambu Coffee Break: Cafés, Padaria, Restaurante, Drive Thru, Fortaleza CE;4.6;584 comentários;R. Barão de Aracati, 1060 - Aldeota, Fortaleza - CE, 60115-081;$$$;30 min a 1,5 h;cafeteria
Shopping RioMar Fortaleza;4.7;52.357 comentários;R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055;Shopping center em Fortaleza, Ceará;45 min a 3 h;cafeteria
Conveniência Vip Service;4.5;2 comentários;R. Barão do Rio Branco, 1385 - Centro, Fortaleza - CE, 60025-061;Cafeteria;;cafeteria
Santa Maria Gourmet;3.6;31 comentários;Dentro do Hospital Otoclinica - Joaquim Távora (Fortaleza), Fortaleza - CE;Cafeteria;;cafeteria
Go Coffee - Dom Luis;4.1;14 comentários;Av. Júlio Abreu, 120 - loja 5 - Meireles, Fortaleza - CE, 60160-240;Café;;cafeteria
Padaria Romana Delicatessen;4.3;3.000 comentários;Av. Treze de Maio, 901 - Fátima, Fortaleza - CE, 60040-531;$$;25 min;cafeteria
Tony Machine;;;Avenida Imperador, 1060 - Centro, Fortaleza - CE, 60015-050;;;cafeteria
Cafeteria Família Café;5.0;4 comentários;R. Rosinha Sampaio, 1869 - Quintino Cunha, Fortaleza - CE, 60346-251;Cafeteria;;cafeteria
Bom Café Brasil;5.0;28 comentários;R. da Assunção, 912 - José Bonifacio, Fortaleza - CE, 60420-430;Torrefação de café;;cafeteria
Tapioca & Cia;3.4;5 comentários;R. Gen. Clarindo de Queiroz, 1745 - Centro, Fortaleza - CE, 60015-221;Cafeteria;;cafeteria
Coffee, Love & Friends;;;Somente Delivery - R. Máximo Linhares, 310 - Cidade dos Funcionários, Fortaleza - CE, 60822-482;Loja de cestas de presente em Fortaleza, Ceará;;cafeteria
Café Solar Fortaleza;4.8;20 comentários;R. Leonardo Mota, 295 - Meireles, Fortaleza - CE, 60160-110;Cafeteria;;cafeteria
Madocinhos;5.0;3 comentários;Rua Governador Sampaio - Centro, Fortaleza - CE, 60055-050;Lanchonete;;cafeteria
Tortelê;;;R. Des. Lauro Nogueira - Papicu, Fortaleza - CE, 60175-055;;;cafeteria
Le Pain Le Café Boulangerie;4.5;180 comentários;R. Monsenhor Catão, 1430 - Aldeota, Fortaleza - CE, 60175-000;Cafeteria;;cafeteria
Catarina Cafe;5.0;42 comentários;Av. Eng. Santana Jr., 999 - Papicu, Fortaleza - CE, 60175-652;Cafeteria;;cafeteria
Panebox Gourmet (Fátima);4.3;1.192 comentários;Rua Monsenhor Otávio de Castro, 582 - Fátima, Fortaleza - CE, 60050-150;$$;20 min;cafeteria
Le Caféine;;;Av Santos Dumont 3130 Quiosque 102, Piso 1, Fortaleza - CE, 60150-162;;;cafeteria
Ponto do Guaraná e Cafeteria;5.0;3 comentários;R. Barão de Aracati, 886 - Aldeota, Fortaleza - CE, 60115-081;Lanchonete;;cafeteria
Moncloa Tea Boutique;4.8;20 comentários;R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60176-065;Loja de chás;;cafeteria
Sablé Diamant;4.6;1.073 comentários;Rua Dr. José Lourenço, 1414 - Aldeota, Fortaleza - CE, 60115-280;$$$;;cafeteria
JN Bolos e Confeitaria;;;Rua Solon Pinheiro, 180 - Centro, Fortaleza - CE, 60050-040;;;cafeteria
